timestep,metrics,total_pos_label
12,"[('True Negtaives', 490), ('False Positives', 0), ('False Negtaives', 16), ('True Positives', 0), ('Accuracy', 0.9683794466403162), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9683794466403162), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (490, 0, 16, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.03162055335968379)]",16
13,"[('True Negtaives', 518), ('False Positives', 0), ('False Negtaives', 291), ('True Positives', 0), ('Accuracy', 0.6402966625463535), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.6402966625463535), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (518, 0, 291, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.35970333745364647)]",291
14,"[('True Negtaives', 374), ('False Positives', 0), ('False Negtaives', 43), ('True Positives', 0), ('Accuracy', 0.8968824940047961), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8968824940047961), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (374, 0, 43, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.10311750599520383)]",43
15,"[('True Negtaives', 471), ('False Positives', 0), ('False Negtaives', 147), ('True Positives', 0), ('Accuracy', 0.7621359223300971), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.7621359223300971), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (471, 0, 147, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.23786407766990292)]",147
16,"[('True Negtaives', 402), ('False Positives', 0), ('False Negtaives', 128), ('True Positives', 0), ('Accuracy', 0.7584905660377359), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.7584905660377359), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (402, 0, 128, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.24150943396226415)]",128
17,"[('True Negtaives', 712), ('False Positives', 0), ('False Negtaives', 99), ('True Positives', 0), ('Accuracy', 0.8779284833538841), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8779284833538841), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (712, 0, 99, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.1220715166461159)]",99
18,"[('True Negtaives', 337), ('False Positives', 0), ('False Negtaives', 52), ('True Positives', 0), ('Accuracy', 0.8663239074550129), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8663239074550129), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (337, 0, 52, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.13367609254498714)]",52
19,"[('True Negtaives', 665), ('False Positives', 0), ('False Negtaives', 80), ('True Positives', 0), ('Accuracy', 0.8926174496644296), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8926174496644296), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (665, 0, 80, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.10738255033557047)]",80
20,"[('True Negtaives', 640), ('False Positives', 0), ('False Negtaives', 260), ('True Positives', 0), ('Accuracy', 0.7111111111111111), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.7111111111111111), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (640, 0, 260, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.28888888888888886)]",260
21,"[('True Negtaives', 541), ('False Positives', 0), ('False Negtaives', 100), ('True Positives', 0), ('Accuracy', 0.84399375975039), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.84399375975039), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (541, 0, 100, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.15600624024961)]",100
22,"[('True Negtaives', 1605), ('False Positives', 0), ('False Negtaives', 158), ('True Positives', 0), ('Accuracy', 0.9103800340328985), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9103800340328985), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1605, 0, 158, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.08961996596710153)]",158
23,"[('True Negtaives', 1134), ('False Positives', 0), ('False Negtaives', 53), ('True Positives', 0), ('Accuracy', 0.9553496208930076), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9553496208930076), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1134, 0, 53, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.04465037910699242)]",53
24,"[('True Negtaives', 989), ('False Positives', 0), ('False Negtaives', 137), ('True Positives', 0), ('Accuracy', 0.8783303730017762), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8783303730017762), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (989, 0, 137, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.1216696269982238)]",137
25,"[('True Negtaives', 476), ('False Positives', 0), ('False Negtaives', 118), ('True Positives', 0), ('Accuracy', 0.8013468013468014), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8013468013468014), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (476, 0, 118, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.19865319865319866)]",118
26,"[('True Negtaives', 421), ('False Positives', 0), ('False Negtaives', 96), ('True Positives', 0), ('Accuracy', 0.8143133462282398), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8143133462282398), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (421, 0, 96, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.18568665377176016)]",96
27,"[('True Negtaives', 182), ('False Positives', 0), ('False Negtaives', 24), ('True Positives', 0), ('Accuracy', 0.883495145631068), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.883495145631068), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (182, 0, 24, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.11650485436893204)]",24
28,"[('True Negtaives', 199), ('False Positives', 0), ('False Negtaives', 85), ('True Positives', 0), ('Accuracy', 0.7007042253521126), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.7007042253521126), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (199, 0, 85, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.2992957746478873)]",85
29,"[('True Negtaives', 845), ('False Positives', 0), ('False Negtaives', 329), ('True Positives', 0), ('Accuracy', 0.7197614991482112), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.7197614991482112), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (845, 0, 329, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.28023850085178875)]",329
30,"[('True Negtaives', 441), ('False Positives', 0), ('False Negtaives', 83), ('True Positives', 0), ('Accuracy', 0.8416030534351145), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8416030534351145), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (441, 0, 83, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.15839694656488548)]",83
31,"[('True Negtaives', 604), ('False Positives', 0), ('False Negtaives', 106), ('True Positives', 0), ('Accuracy', 0.8507042253521127), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8507042253521127), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (604, 0, 106, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.14929577464788732)]",106
32,"[('True Negtaives', 981), ('False Positives', 0), ('False Negtaives', 342), ('True Positives', 0), ('Accuracy', 0.7414965986394558), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.7414965986394558), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (981, 0, 342, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.2585034013605442)]",342
33,"[('True Negtaives', 418), ('False Positives', 0), ('False Negtaives', 23), ('True Positives', 0), ('Accuracy', 0.9478458049886621), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9478458049886621), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (418, 0, 23, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.05215419501133787)]",23
34,"[('True Negtaives', 478), ('False Positives', 0), ('False Negtaives', 37), ('True Positives', 0), ('Accuracy', 0.9281553398058252), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9281553398058252), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (478, 0, 37, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.07184466019417475)]",37
35,"[('True Negtaives', 1159), ('False Positives', 0), ('False Negtaives', 182), ('True Positives', 0), ('Accuracy', 0.8642803877703207), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8642803877703207), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1159, 0, 182, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.13571961222967935)]",182
36,"[('True Negtaives', 1675), ('False Positives', 0), ('False Negtaives', 33), ('True Positives', 0), ('Accuracy', 0.9806791569086651), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9806791569086651), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1675, 0, 33, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.019320843091334895)]",33
37,"[('True Negtaives', 458), ('False Positives', 0), ('False Negtaives', 40), ('True Positives', 0), ('Accuracy', 0.9196787148594378), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9196787148594378), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (458, 0, 40, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.08032128514056225)]",40
38,"[('True Negtaives', 645), ('False Positives', 0), ('False Negtaives', 111), ('True Positives', 0), ('Accuracy', 0.8531746031746031), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8531746031746031), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (645, 0, 111, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.14682539682539683)]",111
39,"[('True Negtaives', 1102), ('False Positives', 0), ('False Negtaives', 81), ('True Positives', 0), ('Accuracy', 0.9315300084530854), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9315300084530854), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1102, 0, 81, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.06846999154691462)]",81
40,"[('True Negtaives', 1099), ('False Positives', 0), ('False Negtaives', 112), ('True Positives', 0), ('Accuracy', 0.9075144508670521), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9075144508670521), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1099, 0, 112, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.09248554913294797)]",112
41,"[('True Negtaives', 1016), ('False Positives', 0), ('False Negtaives', 116), ('True Positives', 0), ('Accuracy', 0.8975265017667845), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8975265017667845), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1016, 0, 116, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.10247349823321555)]",116
42,"[('True Negtaives', 1915), ('False Positives', 0), ('False Negtaives', 239), ('True Positives', 0), ('Accuracy', 0.8890436397400185), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8890436397400185), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1915, 0, 239, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.11095636025998143)]",239
43,"[('True Negtaives', 1346), ('False Positives', 0), ('False Negtaives', 24), ('True Positives', 0), ('Accuracy', 0.9824817518248176), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9824817518248176), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1346, 0, 24, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.017518248175182483)]",24
44,"[('True Negtaives', 1567), ('False Positives', 0), ('False Negtaives', 24), ('True Positives', 0), ('Accuracy', 0.9849151477058454), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9849151477058454), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1567, 0, 24, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.01508485229415462)]",24
45,"[('True Negtaives', 1216), ('False Positives', 0), ('False Negtaives', 5), ('True Positives', 0), ('Accuracy', 0.9959049959049959), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9959049959049959), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1216, 0, 5, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.004095004095004095)]",5
46,"[('True Negtaives', 710), ('False Positives', 0), ('False Negtaives', 2), ('True Positives', 0), ('Accuracy', 0.9971910112359551), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9971910112359551), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (710, 0, 2, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.0028089887640449437)]",2
47,"[('True Negtaives', 824), ('False Positives', 0), ('False Negtaives', 22), ('True Positives', 0), ('Accuracy', 0.9739952718676123), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9739952718676123), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (824, 0, 22, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.026004728132387706)]",22
48,"[('True Negtaives', 435), ('False Positives', 0), ('False Negtaives', 36), ('True Positives', 0), ('Accuracy', 0.9235668789808917), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9235668789808917), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (435, 0, 36, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.07643312101910828)]",36
49,"[('True Negtaives', 420), ('False Positives', 0), ('False Negtaives', 56), ('True Positives', 0), ('Accuracy', 0.8823529411764706), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.8823529411764706), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (420, 0, 56, 0)), ('ROC_AUC', 0.5), ('AUCPR', 0.11764705882352941)]",56
